赤坂Bizタワー店,777,07:00～21:00,07:00～21:00,07:00～21:00,07:00～21:00,03-5574-8560,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
田町駅西口店,205,06:30～21:00,06:30～21:00,08:00～20:00,09:00～20:00,03-3452-8840,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
白金高輪店,632,07:00～22:00,07:00～22:00,08:00～21:00,08:00～21:00,03-5789-3124,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
品川インターシティ店,25,07:00～21:00,07:00～21:00,08:00～20:00,08:00～20:00,03-5462-8771,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
ＪＲ東海 品川駅店,514,06:30～22:00,06:30～22:00,07:00～22:00,07:00～22:00,03-6717-6548,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
ＪＲ東海 品川駅ラチ内店,2029,06:00～21:30,06:00～21:30,06:00～21:00,06:00～21:00,03-6717-6538,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
上野マルイ店,232,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-3837-7470,
御徒町春日通り店,301,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-5818-2277,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
アトレ上野店,338,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-5826-5855,Softbank
上野恩賜公園店,1087,08:00～21:00,08:00～21:00,08:00～21:00,08:00～21:00,03-5834-1630,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
浅草駅前店,299,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,03-5828-1318,"STARBUCKS, Softbank, au, Wi2 300"
浅草雷門通り店,203,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,03-5828-8091,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
東京ドームシティ ラクーア店,474,08:00～22:00,08:00～22:00,08:00～22:00,08:00～22:00,03-3868-8061,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
水道橋後楽森ビル店,152,07:00～21:00,07:00～21:00,08:00～20:00,08:00～20:00,03-5802-3901,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
東京ドームシティ ミーツポート店,770,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-5840-9275,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
本郷東大前店,26,07:00～22:00,07:00～22:00,07:00～22:00,08:00～21:00,03-3818-1102,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
順天堂医院店,600,07:00～21:00,07:00～21:00,07:00～21:00,10:00～19:00,03-5842-6325,
東京医科歯科大学店,1142,06:30～21:00,06:30～21:00,08:00～19:00,08:00～19:00,03-5840-6806,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
東京大学工学部店,689,08:00～20:00,08:00～20:00,09:00～20:00,09:00～20:00,03-5842-5716,"STARBUCKS, docomo, FLET’S(東), au, Wi2 300"
王子駅前店,191,07:00～22:00,07:00～22:00,08:00～22:00,08:00～22:00,03-3911-7891,
アトレヴィ田端店,851,07:00～22:00,07:00～22:00,08:00～21:00,08:00～21:00,03-5832-6107,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
ビーンズ赤羽店,118,07:00～22:30,07:00～22:30,08:00～22:30,08:00～22:30,03-3598-0121,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
東武北千住駅店,562,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-5813-5051,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
ルミネ北千住店,850,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-5284-1416,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
北千住マルイ店,1221,10:30～20:30,10:30～20:30,10:30～20:30,10:30～20:30,03-5284-3815,
金町駅南口店,264,07:00～22:00,07:00～22:00,07:00～22:00,08:00～22:00,03-3826-2323,"STARBUCKS, Softbank, au, Wi2 300"
アリオ亀有店,656,09:30～23:00,09:30～23:00,09:30～23:00,09:30～23:00,03-3601-2209,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
錦糸町テルミナ2店,987,06:30～23:00,06:30～23:00,07:00～23:00,07:00～23:00,03-5619-1601,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
錦糸町 丸井店,347,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-3631-4701,
東京スカイツリー・ソラマチ東6階店,1038,"10:00～23:00","10:00～23:00","10:00～23:00","10:00～23:00",03-5610-2874,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
東京スカイツリー・ソラマチ西1階店,1040,"07:00～23:00","07:00～23:00","07:00～23:00","07:00～23:00",03-5610-3014,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
木場イトーヨーカドー店,179,07:00～23:00,07:00～23:00,08:00～23:00,08:00～23:00,03-5606-2791,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
豊洲フォレシア店,1185,07:00～21:00,07:00～21:00,08:00～20:00,08:00～20:00,03-6219-7573,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
東京ビッグサイト店,1337,08:00～19:00,08:00～19:00,08:00～19:00,08:00～19:00,03-3599-1320,"docomo, FLET’S(東)"
ヴィーナスフォート ファミリー店,350,09:30～21:00,09:30～21:00,09:30～22:00,09:30～22:00,03-5500-5090,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
ヴィーナスフォート グランド店,1016,11:00～21:00,11:00～21:00,11:00～22:00,11:00～22:00,03-3599-1675,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
ダイバーシティ東京 プラザ店,1070,09:00～22:00,09:00～22:00,09:00～22:00,09:00～22:00,03-3527-8175,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
豊洲センタービル店,218,07:00～21:00,07:00～21:00,08:00～20:00,08:00～20:00,03-5548-1458,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
ららぽーと豊洲 サウスポート2階店,699,10:00～21:00,10:00～21:00,10:00～22:00,10:00～22:00,03-6910-1336,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
ららぽーと豊洲 シーサイドデッキ店,1317,10:00～21:00,10:00～21:00,09:00～22:00,09:00～22:00,03-6910-1582,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
アトレ亀戸店,175,07:00～22:00,07:00～22:30,07:00～22:00,07:00～22:00,03-5609-1485,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
アリオ北砂店,958,10:00～22:00,10:00～22:00,10:00～22:00,10:00～22:00,03-5857-2421,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
イオン南砂店,185,"08:00～23:00","08:00～23:00","08:00～23:00","08:00～23:00",03-5677-3769,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
天王洲店,222,07:00～22:00,07:00～22:00,07:00～21:00,07:00～21:00,03-5461-0652,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
東京急行大井町駅店,525,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-5746-0201,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
阪急大井町ガーデン店,996,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,03-5709-7307,
大崎ブライトタワー店,1285,07:00～22:00,07:00～22:00,08:00～21:00,08:00～21:00,03-5449-6035,"docomo, FLET’S(東), Softbank"
目黒店,1130,07:00～22:00,07:00～22:00,08:00～21:00,08:00～21:00,03-5719-4668,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
アトレ目黒1店,1198,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,03-6408-8441,
レミィ五反田店,808,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-5795-4321,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
西五反田店,24,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-5434-2219,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
ゲートシティ大崎店,32,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-5496-3027,"docomo, FLET’S(東), Softbank"
TSUTAYA 大崎駅前店,2041,07:00～26:00,07:00～26:00,07:00～26:00,07:00～26:00,03-5434-6969,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
アトレ大森店,901,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,03-5767-9972,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
羽田空港第２ターミナル南ピア店,2011,06:00～20:00,06:00～20:00,06:00～20:00,06:00～20:00,03-6428-4943,"STARBUCKS, Softbank, au, Wi2 300"
羽田空港第1ターミナル　マーケットプレイス3階店,735,06:30～20:00,06:30～20:00,06:30～20:00,06:30～20:00,03-5757-9088,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
羽田空港第2ターミナル北ピア店,2001,06:00～20:00,06:00～20:00,06:00～20:00,06:00～20:00,03-6428-4937,"STARBUCKS, Softbank, au, Wi2 300"
グランデュオ蒲田店,618,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-5713-6310,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
田園調布 東急スクエアガーデンサイト店,1139,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,03-5483-0215,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
表参道B-SIDE店,196,08:00～22:00,08:00～22:00,08:00～22:00,08:00～22:00,03-3797-6821,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
原宿店,11,07:30～22:30,07:30～22:30,08:00～22:30,08:00～22:00,03-5413-0330,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
表参道 神宮前4丁目店,1046,07:00～22:30,07:00～22:30,08:00～22:00,08:00～22:00,03-5772-7627,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
神宮前6丁目店,886,07:00～22:00,07:00～22:00,08:30～21:00,08:30～21:00,03-5766-5477,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
東急プラザ 表参道原宿店,1062,08:30～23:00,08:30～23:00,08:30～23:00,08:30～23:00,03-5414-5851,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
明治神宮前メトロピア店,873,07:00～22:30,07:00～22:30,08:00～22:30,08:00～22:00,03-6419-9311,
渋谷３丁目店,77,07:00～22:00,07:00～22:00,07:30～22:00,07:30～21:00,03-5467-2005,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
渋谷クロスタワー店,97,07:00～20:00,07:00～20:00,10:00～19:00,11:00～18:00,03-3498-8139,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
広尾店,422,07:00～22:00,07:00～22:00,07:00～22:00,07:00～21:30,03-3473-8720,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
恵比寿ファーストスクエア店,1269,07:00～21:00,07:00～21:00,08:00～20:00,08:00～20:00,03-5791-1611,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
恵比寿ユニオンビル店,125,06:30～22:30,06:30～22:30,07:00～22:30,07:00～22:30,03-5722-5051,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
アトレ恵比寿店(2F),552,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-5475-8402,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
アトレ恵比寿店(5F),1274,10:00～21:30,10:00～21:30,10:00～21:30,10:00～21:30,03-5475-8445,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
代官山 蔦屋書店,2044,07:00～26:00,07:00～26:00,07:00～26:00,07:00～26:00,03-3770-6363,"STARBUCKS, au, Wi2 300"
渋谷公園通り店,114,07:00～22:00,07:00～22:00,07:30～22:00,07:30～22:00,03-5458-2610,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
渋谷ファイヤー通り店,488,07:30～22:00,07:30～22:00,07:30～22:00,08:00～22:00,03-5728-6285,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
渋谷オルガン坂店,435,07:30～22:00,07:30～22:00,07:30～22:00,07:30～22:00,03-5459-7235,"STARBUCKS, Softbank, au, Wi2 300"
SHIBUYA TSUTAYA店,2003,06:30～28:00,06:30～28:00,06:30～28:00,06:30～28:00,03-3770-2301,"STARBUCKS, docomo, FLET’S(東), au, Wi2 300"
渋谷文化村通り店,9,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,03-5456-1950,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
渋谷マークシティ店,101,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-3461-0739,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
恵比寿ガーデンプレイス店,946,07:00～22:00,07:00～22:00,08:00～22:00,08:00～22:00,03-5793-1155,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
北参道店,801,07:30～21:00,07:30～21:00,07:30～21:00,07:30～21:00,03-5414-3941,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
新宿サザンテラス店,16,07:00～22:30,07:00～23:00,07:00～23:00,07:00～22:30,03-3370-3255,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
新宿マインズタワー店,130,07:00～20:30,07:00～20:30,08:00～20:30,08:00～20:30,03-3373-3370,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
新宿南口店,204,07:00～21:00,07:00～21:00,07:30～21:00,07:30～20:30,03-5388-9411,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
代々木店,802,07:00～21:00,07:00～21:00,07:00～21:00,07:00～21:00,03-5304-0158,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
アコルデ代々木上原店,1007,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-5452-1060,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
碑文谷ダイエー店,161,09:00～21:30,09:00～21:30,09:00～21:30,09:00～21:30,03-5704-6761,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
学芸大駅前店,23,07:30～22:30,07:30～22:30,08:00～22:30,08:00～22:30,03-5722-5490,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
自由が丘店,50,07:00～22:30,07:00～23:00,07:30～23:00,07:30～23:00,03-5701-3217,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
自由が丘駅前店,156,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-3725-8471,"STARBUCKS, Softbank, au, Wi2 300"
中目黒山手通り店,250,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-5721-9293,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
中目黒駅前店,359,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-3792-5261,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
目黒権之助坂店,813,07:00～22:00,07:00～22:00,08:00～21:00,08:00～21:00,03-5436-2253,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
池尻2丁目店,1180,08:00～24:00,08:00～24:00,08:00～24:00,08:00～24:00,03-5431-3957,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
三軒茶屋店,70,07:00～22:30,07:00～22:30,08:00～22:30,08:00～22:30,03-5430-5088,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
下北沢店,19,08:00～22:00,08:00～22:00,08:00～22:00,08:00～22:00,03-3467-0266,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
代沢5丁目店,1170,08:00～22:00,08:00～23:00,08:00～23:00,08:00～22:00,03-5431-5250,"STARBUCKS, docomo, FLET’S(東), au, Wi2 300"
明大前店,22,07:30～22:00,07:30～22:00,07:30～22:00,07:30～22:00,03-5376-6931,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
芦花公園店,1102,06:00～26:00,06:00～26:00,06:00～26:00,06:00～26:00,03-5316-6502,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
成城店,625,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:00,03-5727-3502,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
玉川3丁目店,1148,09:00～22:00,09:00～22:00,08:30～22:00,08:30～22:00,03-5797-2350,"STARBUCKS, docomo, FLET’S(東), au, Wi2 300"
二子玉川ライズ　ドッグウッドプラザ店,965,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-5491-4581,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
二子玉川公園店,1138,08:00～21:00,08:00～21:00,08:00～21:00,08:00～20:00,03-5797-5505,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
二子玉川 蔦屋家電店,2067,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-5491-8544,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
用賀店,628,06:00～26:00,06:00～26:00,06:00～26:00,06:00～26:00,03-5491-4086,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
世田谷ビジネススクエア店,1328,07:00～22:00,07:00～22:00,07:00～22:00,08:00～21:00,03-5491-8521,"docomo, FLET’S(東)"
TSUTAYA 馬事公苑店,2012,08:00～25:00,08:00～25:00,08:00～26:00,07:00～26:00,03-5450-1001,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
玉川高島屋Ｓ・Ｃ店,461,10:00～23:00,10:00～23:00,10:00～23:00,10:00～23:00,03-5797-3121,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
四谷３丁目店,18,07:00～21:00,07:00～21:00,08:00～21:00,08:00～20:00,03-3356-3991,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
アトレ四谷店,1061,07:30～22:00,07:30～22:00,07:30～22:00,07:30～22:00,03-5368-1751,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
西武新宿ＰｅＰｅ店,478,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-5155-3826,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
新宿サブナード店,798,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,03-5312-0531,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
新宿３丁目店,12,07:00～23:00,07:00～23:00,07:30～23:00,07:30～23:00,03-3226-9201,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
新宿ダイアンビル店,214,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-3353-4775,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
新宿新南口店,323,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-3356-4580,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
ルミネエスト新宿店,787,07:30～23:00,07:30～23:00,07:30～23:00,07:30～23:00,03-3351-8134,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
新宿マルイ本館2階店,891,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-5919-8023,
新宿マルイ本館8階店,945,11:00～21:00,11:00～21:00,11:00～21:00,11:00～20:30,03-5363-8980,
新宿TSUTAYA店,2054,08:00～26:00,08:00～26:00,08:00～26:00,08:00～26:00,03-5362-1436,"STARBUCKS, docomo, FLET’S(東), au, Wi2 300"
西新宿三井ビル店,46,07:30～20:00,07:30～20:00,10:00～18:00,,03-5323-5631,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
新宿グリーンタワービル店,235,07:00～20:00,07:00～20:00,07:30～19:30,07:30～19:30,03-3342-7337,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
新宿西口店,686,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-5324-0106,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
新宿ミロード店,1340,11:00～21:00,11:00～21:00,11:00～21:00,11:00～21:00,03-3349-5890,"docomo, FLET’S(東), Softbank"
ルミネ新宿店,1308,11:00～23:00,11:00～23:00,11:00～23:00,11:00～23:00,03-3342-8678,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
小田急新宿店,1156,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-5909-1731,
慶應義塾大学病院店,754,07:00～21:00,07:00～21:00,07:00～21:00,08:00～20:00,03-5369-3186,"STARBUCKS, docomo, FLET’S(東), au, Wi2 300"
飯田橋軽子坂店,86,07:00～22:00,07:00～22:00,07:00～22:00,08:00～21:00,03-5261-8040,"STARBUCKS, Softbank, au, Wi2 300"
飯田橋メトロピア店,339,06:30～22:30,06:30～22:30,07:00～22:30,07:00～21:30,03-3269-3898,
神楽坂下店,1083,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-5227-7671,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
新宿三井ビル店,903,07:00～21:00,07:00～21:00,07:00～21:00,07:00～21:00,03-5324-0741,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
新宿野村ビル店,919,07:00～21:00,07:00～21:00,08:00～20:00,09:00～20:00,03-5909-8817,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
新宿エルタワー店,434,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,03-5339-0975,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
中野通り店,229,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-3388-2980,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
阿佐ヶ谷駅前店,443,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-5327-6095,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
ルミネ荻窪店,783,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,03-5347-2825,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
TSUTAYA浜田山店,1284,09:00～23:00,09:00～23:00,09:00～23:00,09:00～23:00,03-5377-7260,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
西武高田馬場駅店,66,06:00～23:00,06:00～23:00,06:00～23:00,06:00～23:00,03-5291-2931,"STARBUCKS, Softbank, au, Wi2 300"
高田馬場早稲田通り店,173,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-3207-5800,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
大塚駅前店,524,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-5961-5920,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
アトレヴィ大塚店,1127,07:30～22:30,07:30～22:30,07:30～22:30,07:30～22:30,03-5957-7281,"STARBUCKS, docomo, FLET’S(東), au, Wi2 300"
池袋サンシャイン通り店,789,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-5953-3525,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
池袋サンシャインシティ アルパ店,327,07:00～22:00,07:00～22:00,07:30～22:00,07:30～22:00,03-3980-8161,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
池袋西口店,369,07:00～22:30,07:00～22:30,08:00～22:30,08:00～22:30,03-5951-1007,"STARBUCKS, Softbank, au, Wi2 300"
ルミネ池袋店,1065,08:00～21:30,08:00～21:30,08:00～21:30,08:00～21:30,03-5928-5091,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
エチカ池袋店,1253,07:00～22:30,07:00～22:30,08:00～22:30,08:00～22:30,03-5960-0600,"STARBUCKS, docomo, FLET’S(東), au, Wi2 300"
池袋明治通り店,38,07:00～22:30,07:00～23:00,07:00～23:00,07:00～23:00,03-3590-0065,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
南池袋店,182,07:00～22:30,07:00～22:30,08:00～22:30,08:00～22:30,03-5391-0089,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
池袋ショッピングパーク店,591,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-5911-5661,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
東武池袋店,1079,10:00～20:00,10:00～20:00,10:00～20:00,10:00～20:00,03-5928-1380,
日本大学板橋病院店,648,07:00～21:00,07:00～21:00,07:00～20:00,10:00～20:00,03-5917-4730,
イオン板橋店,135,08:00～22:00,08:00～22:30,08:00～22:30,08:00～22:30,03-3933-1067,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
豊島園駅前店,572,07:00～22:00,07:00～22:00,08:00～22:00,08:00～22:00,03-5912-6881,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
大泉学園ゆめりあフェンテ店,387,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,03-5933-0261,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
井の頭公園店,39,08:00～22:30,08:00～22:30,08:00～22:30,08:00～22:30,0422-47-3406,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
アトレ吉祥寺店,964,07:30～22:00,07:30～22:00,07:30～22:00,07:30～22:00,0422-22-2059,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
キラリナ京王吉祥寺店,1132,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,0422-70-2755,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
吉祥寺東急店,71,09:00～22:00,09:00～22:00,09:00～22:00,09:00～22:00,0422-20-0735,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
吉祥寺駅前店,341,06:30～23:00,06:30～23:00,06:30～23:00,06:30～23:00,0422-20-2406,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
武蔵境イトーヨーカドー店,200,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,0422-34-7308,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
アトレヴィ三鷹店,943,06:30～22:30,06:30～22:30,06:30～22:30,06:30～22:30,0422-45-6271,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
杏林大学病院店,1120,07:00～21:00,07:00～21:00,07:00～21:00,10:00～20:00,0422-70-3577,
仙川駅前店,143,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-5384-6150,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
調布パルコ店,1235,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,042-489-5177,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
府中くるる店,589,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,042-354-8830,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
nonowa武蔵小金井店,1212,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,042-386-7333,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
